permitnumber,address,typeofwork,approvedscopeofwork,permitissuedate,lng,lat
DP-2024-000540,3841 BRANDYWINE ST,Minor Demolition,"FOR THE COMPLETE DEMOLITION OF THE EXISTING TWO (2) STORY SEMI-DETACHED STRUCTURE. DEMOLITION TO BE DONE BY HAND AND WITH HAND TOOLS ONLY. ALL PERMITTED DEMOLITION ACTIVITY TO BE IN ACCORDANCE WITH APPROVED SITE SAFETY DEMOLITION PLAN AND SUCH PLAN TO BE MAINTAINED ON SITE AT ALL TIMES IN ACCORDANCE WITH PHILADELPHIA ADMINISTRATIVE CODE. ANY DEVIATION WILL REQUIRE AN AMENDED BUILDING PERMIT. PEDESTRIAN PROTECTION TO BE IN PLACE PRIOR TO START OF WORK AND TO BE MAINTAINED DURING ALL DEMOLITION ACTIVITIES. 
* 21 DAY POSTING & NOTICE REQUIRED PER A-303.2.
* A COVERED WALKWAY OR SIDEWALK CLOSURE SHALL BE REQUIRED IN ACCORDANCE WITH SECTION 3306 OF THE IBC. 
* NEWLY EXPOSED WALLS TO BE TREATED
* FOUNDATIONS AND SLAB TO BE REMOVED IN ACCORDANCE WITH B-3303.12 AND SITE BACKFILLED IN ACCORDANCE WITH B-3303.4.1 OF THE PHILADELPHIA BUILDING CODE.
**PROTECTION OF ADJACENT STRUCTURES TO BE MAINTAINED DURING DEMOLITION ACTIVITIES. SCOPE INCLUDES SPECIAL INSPECTIONS OF STRUCTURAL STABILITY OF ADJACENT STRUCTURES IN ACCORDANCE WITH B-1704.6.4.**",2024-05-20 04:00:00+00,-75.1985869902956,39.962852120656216
RP-2024-004574,1330 E BERKS ST,New Construction,ERECTION OF AN ATTACHED STRUCTURE FOR USE AS SINGLE FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING AS PRESCRIBED IN GEO TECH REPORT. SEPARATE PERMITS REQUIRED FOR SPRINKLER (13R) WORK. (UNDERPINNNING IS NOT PART OF THIS PERMIT). ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2018 IECC. PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY. See SP-2024-000715 for excavation details.,2025-03-10 04:00:00+00,,
RP-2023-001793,3640 N SYDENHAM ST,Addition and/or Alteration,"EZ PERMIT STANDARDS ALTERATIONS
For alterations to an existing one family dwelling as per attached standard. Deviations from this standard will result in permit revocation and require submission of construction plans. Structural alteration or repair is expressly prohibited under this permit. Prohibited structural work includes any modification to exterior walls, party walls, floor/roof framing or foundations, underpinning and excavations (i.e., digging in basement). Any work/alterations to the basement/cellar are expressly prohibited unless documented as an existing habitable space with heights and means of egress per conditions of the EZ standard. separate permits required for mechanical, electric and plumbing, etc.
*No basement alterations of any kind were proposed or approved for this permit*
*No structural alterations of any kind were proposed or approved for this permit*
Interior alterations to non-load bearing assemblies on the First and Second floor only.
",2023-04-11 04:00:00+00,-75.15402810032934,40.00894156138159
EP-2023-005473,601 GAUL ST,Addition and/or Alteration,NEW WIRE THRU OUT LIGHTING OUTLETS SWITCHES SMOKES AND CO'S 200 AMP SERVICE AS PER 2017 NEC CODE,2023-06-16 04:00:00+00,-75.12907923996674,39.975256690895385
EP-2022-011075,1138 S ALDER ST,Addition and/or Alteration,New wire thru out lighting outlets switches smokes and co's as per 2014 nec code bedroom and bathroom only ASP PER NEC 2014,2022-11-03 04:00:00+00,-75.16081654971353,39.936009301060835
EP-2022-007718,1611 WOLF ST,Addition and/or Alteration,New wire thru out lighting outlets switches smokes and co's 200 amp service as per 2014 nec code,2022-08-10 04:00:00+00,-75.1738651704523,39.92252692115519
EP-2024-004447,717 S HUTCHINSON ST,Addition and/or Alteration,Fishing wire throughout Kitchen only for G.F.C.I Switches lighting and fixtures outlets all work will be done in a workmanlike manner per NEC code 2017,2024-05-03 04:00:00+00,-75.15818895985457,39.940458050744894
RP-2024-002665,4050 CONSHOHOCKEN AVE,New Construction,"FOR THE ERECTION OF A FOUR (4) STORY LIGHT WOOD-FRAMED STRUCTURE OF TYPE V-B CONSTRUCTION WITH ROOF DECK AND ROOF DECK ACCESS STRUCTURE FOR USE AS TWO-FAMILY DWELLING (GROUP R-3) IN ACCORDANCE WITH 2018 IBC AND APPROVED PLANS. BUILDING TO BE FULLY SPRINKLERED WITH A MINIMUM OF A NFPA 13R AUTOMATIC SPRINKLER SYSTEM. SEPARATE PERMITS REQUIRED FOR MECHANICAL, ELECTRICAL, PLUMBING, AND FIRE SUPPRESSION SYSTEMS INSTALLATION. ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2018 IECC. PRIOR TO ISSUANCE OF C.O.'s, SUBMITTAL OF AIR BARRIER CHECKLISTS AND ENVELOPE TESTING CERTIFICATES IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY. APPROVED PLANS AND DOCUMENTATION ON THE FOLLOWING APPLICATION: RP-2024-002553.",2024-03-28 04:00:00+00,-75.21287778965673,40.001192930634005
RP-2020-011641,2425 WAVERLY ST,Addition and/or Alteration,"EZ PERMIT STANDARDS ALTERATIONS - For alterations to an Existing One Family Dwelling as per attached standard. Deviations from this standard will result in permit revocation and require submission of construction plans.  Structural alteration or repair is expressly prohibited under this permit. Prohibited structural work any modifications to exterior walls, party walls, floor/roof framing or foundations; including underpinning, excavation, and removal of foundation slab. NO WORK MAY BE PERFORMED IN THE BASEMENT OR CELLAR. Separate permits required for Mechanical, Electric and Plumbing.
Gut existing bathroom and replace in kind.",2020-10-19 04:00:00+00,-75.18131495965766,39.94722118099389
RP-2022-003561,557 FAIRWAY TER,Addition and/or Alteration,"EZ PERMIT STANDARDS ALTERATIONS
For alterations to an Existing One Family Dwelling as per attached standard. Deviations from this standard will result in permit revocation and require submission of construction plans. STRUCTURAL ALTERATION OR REPAIR IS EXPRESSLY PROHIBITED UNDER THIS PERMIT.  PROHIBITED STRUCTURAL WORK INCLUDES ANY MODIFICATION TO EXTERIOR WALLS, PARTY WALLS, FLOOR/ROOF FRAMING OR FOUNDATIONS, UNDERPINNING AND EXCAVATIONS (I.E. DIGGING IN BASEMENT). ANY WORK/ALTERATIONS TO THE BASEMENT/CELLAR IS EXPRESSLY PROHIBITED UNLESS DOCUMENTED AS AN EXISTING HABITABLE SPACE WITH HEIGHTS AND MEANS OF EGRESS PER CONDITIONS OF THE EZ STANDARD. Separate permits required for Mechanical, Electric and Plumbing, ETC.
building alterations that are to be done to give access in the walls and or ceilings to install the wiring and or fixtures and the repairs to the gypsum wall boards.   ",2022-05-31 04:00:00+00,-75.21894857950794,40.03959339132215
1043396-RI,537 N 64TH ST,Rough-In,FOR THE INSTALLATION OF A TWO (2) INCH FIRE SERVICE LINE WITH ...........BACKFLOW PREVENTER AND AUTOMATIC FIRE SUPPRESSION SYSTEM AS PER NFPA 13R. ALL WORK SHALL BE DONE IN ACCORDANCE WITH APPROVED PLANS/ HYADRAULIC CALCULATIONS.,2020-02-20 15:51:52+00,-75.24645964024428,39.97136173100117
RP-2025-008784,2530 ASPEN ST,Addition and/or Alteration,"For interior and exterior alterations to an existing attached single-family dwelling per plans. Separate permits are required for all associated Mechanical, Electrical, and Plumbing work. ",2025-09-29 04:00:00+00,-75.17929713005395,39.968816591199094
ZP-2021-006165,362 E WYOMING AVE,Change of Use,Residential - Household Living - Two-Family,2022-04-19 04:00:00+00,-75.11863710047317,40.020578850877065
EP-2023-004335,4928 WESTMINSTER AVE,Addition and/or Alteration,Install 200amp service complete with ground wire throughout building for Outlets Switches Lighting and Fixtures G.F.C.I smoke detector per NEC code 2017,2023-05-18 04:00:00+00,-75.21971516050978,39.96849652115969
PP-2023-004724,2400 E VENANGO ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2022-011288,2024-01-26 05:00:00+00,-75.09661406015277,39.992419080504725
EP-2021-004586,431 N 50TH ST,Addition and/or Alteration,Wire throughout building for G.F.C.I outlets smoke detectors switches lighting and fixtures per N.E.C code 2014,2021-05-07 04:00:00+00,-75.2199058897843,39.96464028058361
MP-2021-002730,5532 CEDAR AVE,Addition and/or Alterations,Relocating of 3.5 ton Condenser from 5 to 8ft so not on  Neighbors property ,2021-04-28 04:00:00+00,-75.23412913038956,39.951140551376675
RP-2021-003616,2521 JEFFERSON ST,New Construction,FOR THE ERECTION OF AN ATTACHED THREE STORY STRUCTURE OF TYPE VB CONSTRUCTION WITH A CELLAR AND A ROOF DECK WITH A ROOF ACCESS STRUUCTURE AS PER PLANS. FOR A SINGLE FAMILY DWELLING WITH LAYOUT AS SHOWN. ,2021-12-23 05:00:00+00,-75.17717191960679,39.978443441027494
RP-2020-016338,707 S 19TH ST,Addition and/or Alteration,"FOR COMPLIANCE OF CASE VIOLATION #CF-2020-090209 FOR THE REMEDIATION OF A BEARING WALL FRACETURE WITH THE INSTALLATION OF REINFORCEMENT BARS, JOIST SISTERING, AND NEW MORTAR INSTALLATION AT CRACK.  ALL WORK TO BE PROVIDED WITH PERIODIC MONITORING BY THE LICENSED PROFESSIONAL ENGINEER ON RECORD IN ACCORDANCE WITH CODE BULLETIN PM-1801.",2021-01-29 05:00:00+00,-75.17348471019709,39.94350815098835
ZP-2023-001565,1029 CHRISTIAN ST,"New construction, addition, GFA change",FOR THE ERECTION OF A ROOF DECK ACCESS STRUCTURE AND A ROOF DECK. SIZE AND LOCATION PER PLAN. ,2023-04-11 00:04:20+00,-75.16046829018266,39.93950192112197
PP-2023-017341,289 LOCUST ST,Alterations,"Replacing basement bathroom.  
Supply and install new Water closet, lavatory and shower.  
Main drain and partial stack alteration.  ",2024-01-03 05:00:00+00,-75.14617511040703,39.94540076101335
PP-2024-001243,4623 CEDAR AVE,Alterations,"Install drain, vent and waterline for KS, WC, LAV, and LS. 
Install dishwasher and disposal",2024-01-26 05:00:00+00,-75.21614115023235,39.94940095130423
PP-2020-012231,1316 KERBAUGH ST,Alterations,INTERIOR REPLACEMENT ONLY OF EXISTING KITCHEN SINK,2020-11-12 05:00:00+00,-75.1484104501994,40.014434121335384
PP-2020-000514,416 W PENN ST,Alterations,"INSTALL HOUSE DRAIN,STACK,WASTE AND WATER LINES TO 3-WATER CLOSETS,3-LAVS,1-TUB,1-SHOWER,1-LAUNDRY,2-WASHER BOXES,1-KITCHEN SINK,1-DISHWASHER,1-SEWAGE EJECTOR,1-SUMP PUMP AND 1-WATER HEATER.THE INSTALLATION WILL COMPLY WITH THE PHILADELPHIA PLUMBING CODE 2018",2020-03-27 04:00:00+00,-75.17642751023544,40.02562610124136
RP-2024-012157,1616 GRIFFITH ST,Addition and/or Alteration,"For interior and exterior alterations to an existing semi-detached two-family dwelling per plans. Separate permits are required for all associated Mechanical, Electrical, and Plumbing work. Basement to remain non-habitable, to be used for storage and utilities only.",2025-02-15 05:00:00+00,-75.06443916042214,40.06331560117521
MP-2024-005434,225 FEDERAL ST,Addition and/or Alterations," EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require the submission of construction and site plans.

Istall two 18,000 BTU ductless heat pump units each with two wall units (mini splits)",2024-11-26 05:00:00+00,-75.14833839999697,39.93302359103692
DP-2025-000912,2133 N 9TH ST,City Demolition,Sub Demolition Permit for CF-2025-091374. For the complete demolition of a property as part of the City of Philadelphia Demolition Program. Add'l specs: No sidewalk. (1) stucco c/w 2135 N. 9th St. Erosion control mat with topsoil and seed. 4' corral fence across front.,2025-08-25 04:00:00+00,-75.14775948028725,39.98432738116932
EP-2024-004430,738 PORTER ST,Addition and/or Alteration,"INSTALL 200 AMP ELECTRIC SERVICE WITH THREE METER SOCKETS FOR THE HOUSE, FIRST FLOOR AND SECOND FLOOR WITH PROPER GROUNDING
ACCORDING TO THE 2017 NEC. ",2024-05-03 04:00:00+00,-75.16074384983547,39.91793418052308
EP-2023-008077,439 N 51ST ST,Addition and/or Alteration,"100 AMP service--replace outlets and switches
AS PER NEC 2017",2023-08-25 04:00:00+00,-75.22188704955475,39.964791030678896
ZP-2022-002493,504-06 CARPENTER ST,"New construction, addition, GFA change","FOR THE ERECTION OF A FOUR-STORY ATTACHED STRUCTURE WITH BASEMENT AND ROOF DECK ACCESSED BY A ROOF DECK ACCESS STRUCTURE; SIZE AND LOCATION AS SHOWN IN THE APPLICATION/PLAN.",2022-03-24 20:58:57+00,-75.15239865991998,39.935943430825795
PP-2025-008340,5528 PEMBERTON ST,Alterations,"Replace 5x4 Curb Trap, FaI and 10ft of Main Drain",2025-06-25 04:00:00+00,-75.23382608970974,39.95062112113517
PP-2022-011554,1435 N 56TH ST,Alterations,Under floor Plumbing in 2nd floor bathroom- (Toilet) (Vanity),2022-08-04 04:00:00+00,-75.23296609045521,39.974353550814925
PP-2023-016622,7207 BUIST AVE,Alterations,"Replace 3/4"" water service ",2023-12-21 05:00:00+00,-75.23940870948393,39.913941150764735
RP-2021-000240,2215 E TIOGA ST,New Construction,"ERECTION OF AN ATTACHED STRUCTURE FOR USE AS TWO FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING AS PRESCRIBED IN GEO TECH REPORT. SEPARATE PERMITS REQUIRED FOR SPRINKLER (13D) WORK. (UNDERPINNNING IS  NOT PART OF THIS PERMIT). ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2018 IECC. PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.

Permit Amendment 4-15-2021  Foundation revisions to change from precast foundations to poured concrete foundation",2021-03-09 05:00:00+00,-75.10059361968231,39.994529911327106
PP-2021-014577,1703 POINT BREEZE AVE,Alterations,Lateral Seal according to the 2018 PPC.,2021-08-10 04:00:00+00,,
PP-2021-005375,5533 W GIRARD AVE,Alterations,Curb trap and FAI,2021-04-02 04:00:00+00,-75.23225384023654,39.97094087053245
PP-2021-013805,2604 SOUTH ST,Alterations,1.5 bath 1 kitchen 1 laundry rough in,2021-07-29 04:00:00+00,-75.18340309974786,39.945705601161144
PP-2023-000596,6532 N 9TH ST,Alterations,"EZ PLUMBING PERMIT – Replace House Curb Trap, F.A.I. from front wall to curb stop valve - ""All Excavations and Plumbing Trenches in excess of 5’ in depth must have Approved Shoring in place at the time of inspection” as per the 2018 Philadelphia Plumbing Code. 
PA One Call #20230121910.
",2023-01-13 05:00:00+00,-75.1331752000494,40.052267310847036
PP-2020-014646,4422 SAINT DAVIDS ST,Alterations,"Storm & sanitary curb traps, fresh air inlets",2020-12-07 05:00:00+00,-75.22424779005607,40.027232100949966
PP-2022-003880,2817 CASTOR AVE,Alterations,"Curb trap, fresh air inlet ",2022-03-11 05:00:00+00,-75.08907548029546,39.98882844078715
PP-2025-008411,3536 ELLA ST,Alterations,"Curb trap, fresh air inlet ",2025-06-26 04:00:00+00,-75.12572248038462,40.00360964066239
PP-2022-011566,2242 WHARTON ST,Alterations,"REPAIR / REPLACE CURB TRAP, FRESH AIR INLET AND HOUSE DRAIN",2022-08-04 04:00:00+00,-75.18186348043912,39.935834160534384
PP-2021-000633,2648 E INDIANA AVE,Alterations,Water service curb in,2021-01-12 05:00:00+00,-75.10747191983823,39.98202666049943
EP-2023-005672,7915 BINGHAM ST,Addition and/or Alteration,Install New 200amp Main Service And One 15 Amp Circuit For HVAC Blower And One 30amp Circuit For HVAC Condenser To NEC 2017 Code To Make Work Legal By Others  Wires To Be Fished In Wall,2023-06-30 04:00:00+00,-75.07410282044545,40.06884968125179
RP-2020-002957,1533 EMILY ST,Addition and/or Alteration,"Replacement of approximately 8' of floor joists and sub flooring system at rear of structure at 1st and 2nd floor.  Framing in non-load bearing demising walls.  Enlargement of front exterior entry from 2/6x6/8 to 3/0x6/8.
No interior partitions on this permit.",2020-07-06 04:00:00+00,-75.1720960504013,39.92563340121958
RP-2025-012003,4017 FITLER ST,Addition and/or Alteration,Erection of a one-story rear detached garage in rear yard accessory to single household dwelling unit per submitted plan (24' x 24'). details per plan.,2026-01-12 05:00:00+00,-74.99180624047402,40.05884108051465
EP-2023-005200,1914 E ORLEANS ST,Addition and/or Alteration,"complete rewire single family as per code. to include receptacles, switches, lighting and smoke detector per code, no new service as per 2017 nec",2023-06-09 04:00:00+00,-75.11735371025726,39.99201971128844
PP-2020-005207,1220 S 18TH ST,New Construction or Additions,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",2020-08-04 04:00:00+00,-75.17391487006351,39.936096320526694
PP-2020-007191,2618 BRADDOCK ST,New Construction or Additions,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",2020-10-06 04:00:00+00,-75.12483702974302,39.986681481272825
1053638,2537 N GRATZ ST,Addition and/or Alteration,MAKE SAFE PERMIT- For THE REMOVAL OF THE ONE-STORY REAR SHED ADDITION PER ENGINEER'S REPORT TO RESOLVE CASE #632981. Abutting sidewalk must be closed with fencing a minimum of 6' in height. Separate Streets Department permit required for sidewalk closure. A separate permit is required for any additional alterations that are not specifically addressed on case #632981.,2020-02-28 16:14:00+00,-75.1623130397615,39.99260684115984
EP-2024-006344,607 S CLARION ST,Addition and/or Alteration,Installation of an EVC System to a single family or two-family dwelling with existing onsite parking,2024-07-11 04:00:00+00,-75.16398903946539,39.94320308136492
