permitnumber,address,typeofwork,approvedscopeofwork,permitissuedate,lng,lat
PP-2022-005597,2440 MASTER ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2021-019753,2023-04-12 04:00:00+00,-75.17634600051746,39.97659447061354
PP-2022-006200,2301 MASTER ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2021-019415,2022-10-18 04:00:00+00,-75.17425432010435,39.976668230742455
PP-2020-004291,5402 WEBSTER ST,New Construction or Additions,"For Interior/Exterior Plumbing of a New Two Family Dwelling to include CURB TRAP, FRESH AIR INLET, HOUSE DRAIN, 1"" COMBO FIRE/WATER SERVICE, [3]WATER CLOSETS, [3]LAVATORIES, [2]SHOWERS/TUBS, [2]KITCHEN SINKS, and [2]? as per 2018 Philadelphia Plumbing Code.
",2020-07-29 04:00:00+00,-75.23128228027994,39.9487937413773
PP-2021-007720,1838 E OAKDALE ST,New Construction or Additions,FOR THE ERECTION OF AN ATTACHED THREE-STORY STRUCTURE (WITH ROOF DECK ACCESSED BY A PILOT HOUSE ENCLOSING ACCESS STAIRS ONLY) FOR USE AS A SINGLE-FAMILY HOUSEHOLD LIVING. BUILDING TO BE SPRINKLERED IN ACCORDANCE WITH NFPA 13D. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK.  **A COVERED WALKWAY OR SIDEWALK CLOSURE SHALL BE REQUIRED WITHIN 9.5 FEET OF THE BUILDING FACADE IN ACCORDANCE WITH SECTION 3306 OF THE 2018 IBC. SEPARATE BUILDING AND/OR STREETS DEPARTMENT PERMIT REQUIRED PRIOR TO THE START OF ANY WORK.** BLOWER DOOR TESTING SHALL BE PERFORMED IN ACCORDANCE WITH ASTM E 779 OR ASTM E 1827 BY AN APPROVED THIRD PARTY AGENCY,2022-10-11 04:00:00+00,-75.12543383044715,39.98875430126049
PP-2021-025000,1728 SEYBERT ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2021-013432,2023-02-03 05:00:00+00,-75.16464086979187,39.97418985115312
PP-2021-019010,922 N 15TH ST,New Construction or Additions,"Installing Two 1"" Water Services, 5"" Curb Trap, 4"" Main Drain, Two 4"" Fresh Air Inlets, 6"" Storm Trap, 4"" Storm Drain",2021-10-15 04:00:00+00,-75.16144426015683,39.971158070924986
PP-2023-007340,1212 N TAYLOR ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2023-005307,2023-07-18 04:00:00+00,-75.17656158974589,39.97492073103769
PP-2021-021565,1742 SEYBERT ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2021-013431,2023-02-01 05:00:00+00,-75.16498475991459,39.97423315076553
PP-2024-005894,2144 N REESE ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2024-001839,2024-08-26 04:00:00+00,-75.14261064954478,39.98404063127994
PP-2020-006444,113 N 23RD ST,New Construction or Additions,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",2020-08-05 04:00:00+00,-75.17709121952758,39.95667735113589
PP-2022-011991,3600 GRANT AVE,New Construction or Additions,"CT, FAI, MD, WD 1IN.",2022-08-16 04:00:00+00,-74.99905206005313,40.06335981127778
ZP-2022-003675,5226 ADDISON ST,"New construction, addition, GFA change","FOR THE ERECTION OF AN ATTACHED STRUCTURE, ROOF DECK AND ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN IN THE APPLICATION/PLANS.",2023-06-08 15:02:38+00,-75.22724274056024,39.952487061045986
ZP-2020-001651,1615 S 10TH ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ADDITION TO AN EXISTING ATTACHED BUILDING (SIZE AND LOCATION AS  SHOWN ON PLANS),2020-11-17 17:15:54+00,-75.16145216049685,39.92906458111418
ZP-2020-001326,2431 E HUNTINGDON ST,"New construction, addition, GFA change","FOR THE ERECTION OF A REAR ADDITION (HEIGHT NTE 38 FEET) TO AN EXISTING THREE STORY STRUCTURE AND FOR THE ERECTION OF A PILOTHOUSE (HEIGHT NTE 10 FEET; AREA NTE 125 SF; FOR STAIR ACCESS ONLY), AS PART OF AN EXISTING SINGLE-FAMILY DWELLING.  SIZE AND LOCATION AS SHOWN IN THE APPLICATION/PLANS.",2020-12-03 15:26:08+00,-75.11936846039096,39.980122131055914
PP-2022-017583,1843 HARTRANFT ST,New Construction or Additions,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",2022-12-07 05:00:00+00,-75.18037121043261,39.90966000067249
PP-2023-010489,1031 GERMANTOWN AVE,New Construction or Additions,"Install 1"" domestic, storm and sanitary curb trap complete with fresh air and main house drains.
Install (5) lavatories, (5) water closets, (4) tub/shower, (1) laundry sink, (1) kitchen sink, (1) hot water heater, (2) hose bibs.",2023-07-28 04:00:00+00,-75.1379860404957,39.96618185084706
PP-2023-004987,1407 N MARSTON ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2023-001426,2023-08-24 04:00:00+00,-75.18042787989145,39.97749009060319
PP-2021-022872,2526 ALTER ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2021-010963,2022-02-08 05:00:00+00,-75.1859239003801,39.93951769070218
PP-2021-013760,2149 N FRANKLIN ST,New Construction or Additions,"inlet, water distribution, curb trap, house drain 
kitchen, laundry, hot water, water closet, lav, showers",2021-08-03 04:00:00+00,-75.14602428007812,39.98437632079074
PP-2023-009328,1436 N MARSTON ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2023-001416,2023-08-30 04:00:00+00,-75.18057829941843,39.9781004812111
ZP-2020-007319,805 CORINTHIAN AVE,"New construction, addition, GFA change",for the removal of rear two story portion and for the erection of rear three story addition and a rear one story addition with roof deck over one story ( size and location as shown on the plan),2020-10-16 14:12:03+00,-75.1706745804329,39.96953243063388
PP-2020-001713,1709 S 2ND ST,New Construction or Additions,"For Interior/Exterior Plumbing Work to include rough and finish plumbing, supply lines to fixtures, waste lines from fixtures.
(4)WATER CLOSETS, (4) LAVATORIES, (3) SHOWER/TUB, (1) LAUNDRY SINK, (1) DISHWASHER, (1) WATER HEATER, 1” DOMESTIC WATER SERVICE, 6"" CURB TRAP, 4"" HOUSE DRAIN, 4"" STORM WATER PIPING, 4"" FRESH AIR INLET, (2) HOSE BIBBS, (1) AREA DRAIN, and (1)SUMP PUMP/EJECTOR as per 2018 Philadelphia Plumbing Code.",2020-05-21 04:00:00+00,-75.14903069994318,39.92641597118136
ZP-2021-001077,2127 MANTON ST,"New construction, addition, GFA change",FOR THE ERECTON OF AN ADDITON ABOVE AND AT THE REAR OF THE EXISTING ATTACHED STRUCTURE. SIZE AND LOCATION AS SHOWN IN APPLICATION/PLANS.,2022-04-11 10:46:53+00,-75.17945790995638,39.93740960072982
ZP-2022-013167,2144 S 20TH ST,"New construction, addition, GFA change",Enclosed existing porch on the first floor. Size and Location as per approved plan. ,2022-12-12 20:42:14+00,-75.17970290020101,39.92459358097961
PP-2025-011937,2034 W OXFORD ST,New Construction or Additions,"2wc
2SINK
2bathtubs
1kitchen sink",2025-09-16 04:00:00+00,-75.1688319495544,39.97851488050643
PP-2023-017283,1141 MOORE ST,New Construction or Additions,All new interior plumbing for 10 fixtures,2024-01-04 05:00:00+00,-75.1647155295803,39.92765328076671
PP-2021-023583,2001 BEACH ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2021-019218,2023-12-01 05:00:00+00,-75.11693210992816,39.971272101012175
ZP-2024-000053,717 N 3RD ST,"New construction, addition, GFA change","For the erection of a third-floor addition with roof deck and pilot house to an existing single family attached structure, size and locations as shown on the plan.",2024-03-14 17:37:25+00,-75.14277575018139,39.96280176132445
ZP-2024-012702,141 E SHARPNACK ST,"New construction, addition, GFA change",For the erection of a semi-detached structure with roof deck and roof deck access structure. Size and location as shown on plans. See ZP-2024-007047 and MI-2024-004949 for previously approved lot adjustment (subdivision).,2024-12-18 16:00:27+00,,
1015782,414 POPLAR ST,"New construction, addition, GFA change",APPLICATION IS FOR A NEW CONSTRUCTION OF AN ATTACHED STRUCTURE WITH A ROOF DECK AND A ROOF ACCESS STRUCTURE (SIZE AND LOCATION AS SHOWN ON ZBA APPROVED PLAN) ,2021-01-28 16:45:46+00,-75.14462673055927,39.96583319114803
ZP-2022-009018,3242 TEESDALE ST,"New construction, addition, GFA change",For the removal on the interior accessory parking space. Space to be added to the existing basement for storage only.,2022-08-24 17:40:01+00,-75.0458455499769,40.04037825088125
PP-2021-022465,2718 E MONMOUTH ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2021-016130,2023-01-05 05:00:00+00,-75.10907691944871,39.98004553078778
ZP-2021-001474,1353 S WILTON ST,"New construction, addition, GFA change","FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH ROOF DECK AND ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN ON PLANS. With Proviso: Per Order from the Philadelphia Court of Common Pleas dated September 6, 2022 (Case ID 210900127) - See MI-2022-007195 & HA-2022-004913.",2022-12-08 05:00:00+00,-75.21936910998733,39.94039313055241
1029085,2022 N 5TH ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH A ROOF DECK AND ROOF DECK ACCESS STRUCTURE  (SIZE AND LOCATION AS SHOWN ON PLANS),2020-08-19 04:00:00+00,-75.14261932033357,39.98202552069128
PP-2022-012714,2118 SIGEL ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2020-016110,2024-06-17 04:00:00+00,-75.18109781972602,39.928677121238486
ZP-2021-002110,2713 LEFEVRE ST,"New construction, addition, GFA change","FOR THE ERECTION OF ONE(1)  ATTACHED STRUCTURE ( NTE 38' HIGH); ROOF DECK ACCESSED BY A ROOF ACCESS STRUCTURES . SIZE AND LOCATION AS SHOWN IN THE APPLICATION ( SEE APPLICATION# ZP-2021-001923 FOR PLANS)",2021-02-27 19:17:50+00,-75.07160270017101,39.99971367050168
ZP-2025-000703,1010 LIVEZEY LN,"New construction, addition, GFA change","Addition to existing single-family household living, size and location per plans.",2025-03-23 15:51:33+00,-75.20779975954257,40.047296461334724
ZP-2020-007241,2139 E BIRCH ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH CELLAR AND AN ACCESSORY ROOF DECK (FOR RESIDENTIAL USE ONLY) WITH ROOF ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN IN THE APPLICATION / PLANS. ,2020-10-15 17:33:18+00,-75.11519658041423,39.98842832126851
ZP-2024-006567,2231 KIMBALL ST,"New construction, addition, GFA change","FOR THE ERECTION OF A NEW 3 STORY STRUCTURE WITH ROOF DECK ACCESSED BY A REAR OPEN STAIR TO BE USED FOR SINGLE FAMILY HOUSEHOLD LIVING; SIZE AND LOCATION AS PER APPLICATION/PLAN.",2024-07-11 20:05:51+00,-75.18067281954065,39.94052549061294
ZP-2021-003693,1124 S 24TH ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH ROOF DECK AND ROOF DECK ACCESS STRUCTURE.  SIZE AND LOCATION AS SHOWN IN PLAN. ,2021-03-17 04:00:00+00,-75.18357268997605,39.93882364123797
ZP-2021-011078,2344 E HAGERT ST,"New construction, addition, GFA change",FOR THE PARTIAL DEMOLITION AT THE REAR AND FOR THE ERECTION OF  REAR ADDITION TO AN EXISTING ATTACHED BUILDING (SIZE AND LOCATION AS SHOWN ON PLANS),2021-09-23 21:21:56+00,-75.12409934034353,39.97903580051945
ZP-2020-006387,2001 ABIGAIL ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH A ROOF DECK ABOVE ACCESSED BY A PILOT HOUSE WITH INTERIOR ACCESSORY PARKING( ACCESSED BY A SHARED DRIVEWAY EASEMENT) WITH A REAR DECK AT THE SECOND FLOOR.,2020-07-14 04:00:00+00,-75.13199885054887,39.98189361112657
ZP-2024-003458,223 REX AVE,"New construction, addition, GFA change","FOR THE ERECTION OF A THIRD FLOOR REAR AND SIDE ADDITION WITH A SECOND FLOOR BUMP OUT TO AN EXISTING STRUCTURE USED AS A SINGLE-FAMILY DWELLING; SIZE AND LOCATION AS PER APPLICATION/PLAN.",2024-06-03 18:56:45+00,-75.2125908399741,40.07412710115899
ZP-2020-001758,2115 N 5TH ST,"New construction, addition, GFA change",Erection of an attached three-story structure with a cellar and a rooftop deck accessed by a Pilot House.,2020-10-20 21:10:37+00,-75.14192514969572,39.98325309127327
ZP-2022-013920,706 BELGRADE ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH ROOF DECK AND ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN IN THE APPLICATION/PLAN. ,2023-02-14 15:17:19+00,-75.12713475010266,39.974677951093696
ZP-2021-008337,2810 N HUTCHINSON ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE TO INCLUDE ACCESS PILOT HOUSE AND ROOF DECK. SIZE AND LOCATION AS PER PLANS.,2021-11-02 15:58:05+00,-75.1466479401577,39.99485084059113
ZP-2020-009415,33 W GRAVERS LN,"New construction, addition, GFA change",For the partial demolition of the existing principal detached structure and the erection of an addition at the rear. Size and location as shown in the application/plans. No change in height or area to existing accessory structure.,2020-12-21 16:49:57+00,-75.20604378979071,40.0744687211009
PP-2021-008781,1723 WHARTON ST,New Construction or Additions,"Supply and install new PVC waste lines and pex water lines to new third-floor bath consisting of water closet, shower, and two vanities. Second-floor bath consisting of a bathtub, water closet and two vanities, first floor consisting of the powder room and kitchen, basement consisting of the laundry tub.",2021-06-03 04:00:00+00,-75.17331752001114,39.93508199136752
ZP-2022-005192,123 E CUMBERLAND ST,"New construction, addition, GFA change",Partial demolition of rear and rear shed. Erection of rear addition and roof deck with pilot house as per plan.,2022-05-25 13:16:30+00,-75.1306681900072,39.98782464083682
PP-2020-011197,7047 GILLESPIE ST,New Construction or Additions,FOR THE INSTALLATION OF INTERIOR PLUMBING INSTALLATION IN ACCORDANCE WITH 2018 PPC.,2021-08-02 04:00:00+00,-75.04126154980821,40.03052788052058
ZP-2021-013316,2108 BRANDYWINE ST,"New construction, addition, GFA change",FOR THE ERECTION OF A REAR ADDITION ABOVE AN EXISTING ATTACHED STRUCTURE. SIZE AND LOCATION PER PLANS. ,2021-11-03 21:00:46+00,-75.17336614006123,39.964504460723276
PP-2021-005476,3415 PIETRO WAY,New Construction or Additions,"FOR THE INSTALLATION OF HOUSE DRAINS, CURB TRAPS, AND FRESH AIR INLETS IN ACCORDANCE WITH 2018 PPC. ",2021-10-12 04:00:00+00,-75.18959963985981,39.90875931089569
PP-2021-015669,3422 MESSINA WAY,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2021-011143,2022-05-03 04:00:00+00,-75.1911028101244,39.90896482125914
ZP-2025-007266,1816 CATHARINE ST,"New construction, addition, GFA change",FOR THE ERECTION OF A REAR WALKOUT ROOF DECK AT THE THIRD FLOOR LEVEL. SIZE AND LOCATION AS SHOWN IN APPLICATIONS/PLANS.,2025-07-28 14:21:47+00,-75.17316242994661,39.941527420850946
PP-2025-013717,3143 W MONTGOMERY AVE,New Construction or Additions,"Plumbing Permit for combo SP-2025-001073

INSTALLATION OF ALL SANITARY INFRASTURCTURE PIPING IN REAR ALLEY OF PROPERTY. ALL WORK TO BE PERFORMED IN STRICT COMPLIANCE WITH 2018 PPC AND APPROVED PLANS.",2025-10-21 04:00:00+00,-75.18613679012118,39.984045610519246
PP-2022-012447,650 FAIRMOUNT AVE,New Construction or Additions,"INSTALATION OF 1"" WATER DISTRIBUTION, HOUSE DRAIN, CURB TRAP, FRESH AIR INLET New main drain and waterlines.
New
WATER CLOSETS, SUMP PUMPS, SHOWER/TUBS, ROOF DRAINS, LAVATORIES, KITCHEN SINKS, HOT WATER HEATERS, HOSE BIBS, AREA DRAIN",2022-10-17 04:00:00+00,-75.14879128997022,39.96306154072496
ZP-2024-006026,1916 FULLER ST,"New construction, addition, GFA change",FOR THE ERECTION OF A DETACHED BUILDING WITH FRONT PORCH. SIZE AND LOCATION AS SHOWN IN APPLICATION/PLANS. ,2024-08-15 12:24:17+00,-75.05655899971586,40.06274840073478
ZP-2024-005097,1647 CADWALLADER ST,"New construction, addition, GFA change","Permit amended on 9/17/24: Reconciliation of building measurements: This zoning permit amendment is intended to adjust building measurements without modifying the scope of work.
FOR THE ERECTION OF A REAR ADDITION TO AN EXISTING ATTACHED STRUCTURE",2024-06-18 02:40:04+00,-75.14132117007128,39.97626922081594
ZP-2021-010392,1416 S 27TH ST,"New construction, addition, GFA change","FOR THE ERECTION OF AN ATTACHED STRUCTURE (HEIGHT NTE 38 FEET) WITH PILOTHOUSE (HEIGHT NTE 10 FEET; AREA NTE 125 SF; FOR STAIR ACCESS ONLY) TO ACCESS ROOF DECK WITH 42-INCH GUARD RAILS, FOR USE AS A SINGLE-FAMILY DWELLING.  SIZE AND LOCATION AS SHOWN IN THE APPLICATION/PLANS.",2021-09-20 18:29:25+00,-75.18943346982833,39.93530034086131
PP-2021-001421,1440 S TAYLOR ST,New Construction or Additions,"Sanitary house drain, curb trap and FAI, water service from building to curb, domestic water throughout, rear yard drain, (2) downspouts, water heater, and new complete plumbing system. PPC 2018

(2) WC
(1) Tub
(2) Lav
(1) KS
(1) WASHER BOX",2021-02-09 05:00:00+00,-75.18555104992792,39.93432026094028
PP-2021-024858,2426 MONTROSE ST,New Construction or Additions,"Rough in and finish for the following fixtures 
Basement, toilet, lav, sewer ejector 
1st fl- kitchen sink 
2nd fl- toilet, tub, lav
3rd fl- toilet, shower, 2 lavs and hot water heater PPC 2018",2021-12-22 05:00:00+00,-75.18359215969406,39.94151604076373
